date,Debit,credit,amount,balance,mode of transaction,customer name,bank name,transaction details,balance amount
,,35,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,13189.0
,,11,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,13200.0
,,3,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,13203.0
,,46,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,13249.0
,,8,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,13257.0
,,53,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,13310.0
,,5,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,13315.0
,,2,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,13317.0
,,28,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,13345.0
,,46,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,13391.0
,,12,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,13403.0
,,10,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,13413.0
,,2,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,13415.0
,,16,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,13431.0
,,36,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,13467.0
,,2,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,13469.0
,,39,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,13508.0
,,46,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,13554.0
,,3,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,13557.0
,,7,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,13564.0
,,9,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,13573.0
,,2,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,13575.0
,,28,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,13603.0
,,3,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,13606.0
,,15,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,13621.0
,,2,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,13623.0
,,32,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,13655.0
,,36,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,13691.0
,,19,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,13710.0
,,33,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,13743.0
,,33,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,13776.0
,,2,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,13778.0
,,44,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,13822.0
,,12,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,13834.0
,,29,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,13863.0
,,26,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,13889.0
,,41,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,13930.0
,,25,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,13955.0
,,2,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,13957.0
,,50,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14007.0
,,50,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14057.0
,,37,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14094.0
,,16,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14110.0
,,34,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14144.0
,,33,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14177.0
,,37,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14214.0
,,17,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14231.0
,,45,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14276.0
,,18,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14294.0
,,35,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14329.0
,,5,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14334.0
,,14,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14348.0
,,5,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14353.0
,,39,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14392.0
,,13,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14405.0
,,46,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14451.0
,,8,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14459.0
,,10,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14469.0
,,2,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14471.0
,,51,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14522.0
,,14,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14536.0
,,5,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14541.0
,,4,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14545.0
,,2,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14547.0
,,12,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14559.0
,,11,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14570.0
,,4,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14574.0
,,14,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14588.0
,,11,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14599.0
,,54,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14653.0
,,54,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14707.0
,,7,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14714.0
,,5,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14719.0
,,3,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14722.0
,,2,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14724.0
,,28,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14752.0
,,3,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14755.0
,,15,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14770.0
,,2,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14772.0
,,17,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14789.0
,,32,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14821.0
,,19,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14840.0
,,18,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14858.0
,,18,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14876.0
,,2,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14878.0
,,44,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14922.0
,,12,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14934.0
,,29,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14963.0
,,26,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,14989.0
,,41,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15030.0
,,25,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15055.0
,,2,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15057.0
,,50,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15107.0
,,50,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15157.0
,,18,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15175.0
,,1,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15176.0
,,1,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15177.0
,,37,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15214.0
,,37,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15251.0
,,17,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15268.0
,,45,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15313.0
,,18,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15331.0
,,35,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15366.0
,,9,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15375.0
,,46,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15421.0
,,8,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15429.0
,,5,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15434.0
,,28,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15462.0
,,2,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15464.0
,,9,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15473.0
,,5,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15478.0
,,8,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15486.0
,,14,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15500.0
,,7,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15507.0
,,9,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15516.0
,,2,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15518.0
,,28,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15546.0
,,3,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15549.0
,,15,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15564.0
,,2,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15566.0
,,1,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15567.0
,,1,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15568.0
,,19,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15587.0
,,34,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15621.0
,,18,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15639.0
,,2,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15641.0
,,44,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15685.0
,,12,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15697.0
,,29,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15726.0
,,26,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15752.0
,,41,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15793.0
,,25,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15818.0
,,2,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15820.0
,,50,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15870.0
,,50,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15920.0
,,37,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15957.0
,,16,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,15973.0
,,34,,,Unknown,,cid:15)(cid:2)(cid:17)(cid:2)(cid:18)(cid:1)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:1)(cid:2)(cid:3,,16007.0
