date,Debit,credit,amount,balance,mode of transaction,customer name,bank name,transaction details,balance amount
,06 28,,06 28,,Virement,,EPI SERVICE PRIMEUR,,-914840.0
,06 28,,06 28,,Virement,,EPI SERVICE PRIMEUR,,-915468.0
,06 28,,06 28,,Virement,,EPI SERVICE PRIMEUR,,-916096.0
,06 20,,06 20,,Virement,,EPI SERVICE PRIMEUR,,-916716.0
,"50 323,60",,"50 323,60",,Virement,,EPI SERVICE PRIMEUR,,-5949076.0
,"207,10",,"207,10",,Virement,,EPI SERVICE PRIMEUR,,-5969786.0
,"48,80",,"48,80",,Virement,,EPI SERVICE PRIMEUR,,-5974666.0
,"17,20",,"17,20",,Virement,,EPI SERVICE PRIMEUR,,-5976386.0
,"400,70",,"400,70",,Virement,,EPI SERVICE PRIMEUR,,-6016456.0
,"0,08",,"0,08",,Virement,,EPI SERVICE PRIMEUR,,-6016464.0
,"1,61",,"1,61",,Virement,,EPI SERVICE PRIMEUR,,-6016625.0
,"0,93",,"0,93",,Virement,,EPI SERVICE PRIMEUR,,-6016718.0
,"0,27",,"0,27",,Virement,,EPI SERVICE PRIMEUR,,-6016745.0
,"0,01",,"0,01",,Virement,,EPI SERVICE PRIMEUR,,-6016746.0
,"0,07",,"0,07",,Virement,,EPI SERVICE PRIMEUR,,-6016753.0
,"91,50",,"91,50",,Virement,,EPI SERVICE PRIMEUR,,-6025903.0
,"786,60",,"786,60",,Virement,,EPI SERVICE PRIMEUR,,-6104563.0
,"299,00",,"299,00",,Virement,,EPI SERVICE PRIMEUR,,-6134463.0
,"68,00",,"68,00",,Virement,,EPI SERVICE PRIMEUR,,-6141263.0
,"252,30",,"252,30",,Virement,,EPI SERVICE PRIMEUR,,-6166493.0
,"168,10",,"168,10",,Virement,,EPI SERVICE PRIMEUR,,-6183303.0
,"844,11",,"844,11",,Virement,,EPI SERVICE PRIMEUR,,-6267714.0
,"35,19",,"35,19",,Virement,,EPI SERVICE PRIMEUR,,-6271233.0
,1,,1,,Virement,,EPI SERVICE PRIMEUR,,-6271234.0
,"84,35",,"84,35",,Virement,,EPI SERVICE PRIMEUR,,-6279669.0
,"101,90",,"101,90",,Virement,,EPI SERVICE PRIMEUR,,-6289859.0
,"0,72",,"0,72",,Virement,,EPI SERVICE PRIMEUR,,-6289931.0
,"0,09",,"0,09",,Virement,,EPI SERVICE PRIMEUR,,-6289940.0
,"4,24",,"4,24",,Virement,,EPI SERVICE PRIMEUR,,-6290364.0
,"1,21",,"1,21",,Virement,,EPI SERVICE PRIMEUR,,-6290485.0
,"1,04",,"1,04",,Virement,,EPI SERVICE PRIMEUR,,-6290589.0
,"0,28",,"0,28",,Virement,,EPI SERVICE PRIMEUR,,-6290617.0
,,1,,,Unknown,,Banque Inconnue,cid:22)(cid:23)(cid:24,1.0
,,2,,,Unknown,,Banque Inconnue,cid:43)(cid:2)(cid:37)(cid:17)(cid:2)(cid:18)(cid:18)(cid:18)(cid:19)(cid:18)(cid:18)(cid:2)(cid:44,3.0
,,3,,,Unknown,,Banque Inconnue,cid:25)(cid:24)(cid:26)(cid:27)(cid:28)(cid:2)(cid:28)(cid:3)(cid:16)(cid:32)(cid:2)(cid:17)(cid:32)(cid:33)(cid:34)(cid:2)(cid:35)(cid:18)(cid:18)(cid:18)(cid:2)(cid:18)(cid:17)(cid:33)(cid:35)(cid:2)(cid:17)(cid:1)(cid:36)(cid:37)(cid:2)(cid:33)(cid:35)(cid:33)(cid:1)(cid:2)(cid:1)(cid:18)(cid:34,6.0
,,2,,,Unknown,,Banque Inconnue,cid:24)(cid:25)(cid:29)(cid:28)(cid:2)(cid:38)(cid:8)(cid:10)(cid:11)(cid:28)(cid:3)(cid:39)(cid:17)(cid:40)(cid:40)(cid:40,8.0
,,4,,,Unknown,,Banque Inconnue,,12.0
,,5,,,Unknown,,Banque Inconnue,,17.0
,,6,,,Unknown,,Banque Inconnue,,23.0
,,7,,,Unknown,,Banque Inconnue,,30.0
,,8,,,Unknown,,Banque Inconnue,,38.0
,,9,,,Unknown,,Banque Inconnue,,47.0
,,10,,,Unknown,,Banque Inconnue,,57.0
,,11,,,Unknown,,Banque Inconnue,,68.0
,,9,,,Unknown,,Banque Inconnue,,77.0
,,12,,,Unknown,,Banque Inconnue,,89.0
,,13,,,Unknown,,Banque Inconnue,,102.0
,,2,,,Unknown,,Banque Inconnue,,104.0
,,6,,,Unknown,,Banque Inconnue,,110.0
,,14,,,Unknown,,Banque Inconnue,,124.0
,,15,,,Unknown,,Banque Inconnue,,139.0
,,7,,,Unknown,,Banque Inconnue,,146.0
,,16,,,Unknown,,Banque Inconnue,,162.0
,,17,,,Unknown,,Banque Inconnue,,179.0
,,18,,,Unknown,,Banque Inconnue,,197.0
,,16,,,Unknown,,Banque Inconnue,,213.0
,,19,,,Unknown,,Banque Inconnue,,232.0
,,18,,,Unknown,,Banque Inconnue,,250.0
,,20,,,Unknown,,Banque Inconnue,,270.0
,,16,,,Unknown,,Banque Inconnue,,286.0
,,20,,,Unknown,,Banque Inconnue,,306.0
,,17,,,Unknown,,Banque Inconnue,,323.0
,,7,,,Unknown,,Banque Inconnue,,330.0
,,9,,,Unknown,,Banque Inconnue,,339.0
,,15,,,Unknown,,Banque Inconnue,,354.0
,,7,,,Unknown,,Banque Inconnue,,361.0
,,21,,,Unknown,,Banque Inconnue,,382.0
,,17,,,Unknown,,Banque Inconnue,,399.0
,,18,,,Unknown,,Banque Inconnue,,417.0
,,16,,,Unknown,,Banque Inconnue,,433.0
,,19,,,Unknown,,Banque Inconnue,,452.0
,,18,,,Unknown,,Banque Inconnue,,470.0
,,20,,,Unknown,,Banque Inconnue,,490.0
,,16,,,Unknown,,Banque Inconnue,,506.0
,,20,,,Unknown,,Banque Inconnue,,526.0
,,17,,,Unknown,,Banque Inconnue,,543.0
,,22,,,Unknown,,Banque Inconnue,,565.0
,,23,,,Unknown,,Banque Inconnue,,588.0
,,24,,,Unknown,,Banque Inconnue,,612.0
,,30,,,Unknown,,Banque Inconnue,,642.0
,,31,,,Unknown,,Banque Inconnue,,673.0
,,3,,,Unknown,,Banque Inconnue,,676.0
,,32,,,Unknown,,Banque Inconnue,,708.0
,,2,,,Unknown,,Banque Inconnue,,710.0
,,7,,,Unknown,,Banque Inconnue,,717.0
,,9,,,Unknown,,Banque Inconnue,,726.0
,,15,,,Unknown,,Banque Inconnue,,741.0
,,7,,,Unknown,,Banque Inconnue,,748.0
,,16,,,Unknown,,Banque Inconnue,,764.0
,,17,,,Unknown,,Banque Inconnue,,781.0
,,18,,,Unknown,,Banque Inconnue,,799.0
,,16,,,Unknown,,Banque Inconnue,,815.0
,,19,,,Unknown,,Banque Inconnue,,834.0
,,33,,,Unknown,,Banque Inconnue,,867.0
,,7,,,Unknown,,Banque Inconnue,,874.0
,,17,,,Unknown,,Banque Inconnue,,891.0
,,16,,,Unknown,,Banque Inconnue,,907.0
,,21,,,Unknown,,Banque Inconnue,,928.0
,,34,,,Unknown,,Banque Inconnue,,962.0
,,35,,,Unknown,,Banque Inconnue,,997.0
,,20,,,Unknown,,Banque Inconnue,,1017.0
,,7,,,Unknown,,Banque Inconnue,,1024.0
,,36,,,Unknown,,Banque Inconnue,,1060.0
,,1,,,Unknown,,Banque Inconnue,,1061.0
,,2,,,Unknown,,Banque Inconnue,,1063.0
,,3,,,Unknown,,Banque Inconnue,,1066.0
,,4,,,Unknown,,Banque Inconnue,,1070.0
,,5,,,Unknown,,Banque Inconnue,,1075.0
,,2,,,Unknown,,Banque Inconnue,,1077.0
,,6,,,Unknown,,Banque Inconnue,,1083.0
,,7,,,Unknown,,Banque Inconnue,,1090.0
,,8,,,Unknown,,Banque Inconnue,,1098.0
,,9,,,Unknown,,Banque Inconnue,,1107.0
,,10,,,Unknown,,Banque Inconnue,,1117.0
,,11,,,Unknown,,Banque Inconnue,,1128.0
,,8,,,Unknown,,Banque Inconnue,,1136.0
,,2,,,Unknown,,Banque Inconnue,,1138.0
,,12,,,Unknown,,Banque Inconnue,,1150.0
,,13,,,Unknown,,Banque Inconnue,,1163.0
,,4,,,Unknown,,Banque Inconnue,,1167.0
,,3,,,Unknown,,Banque Inconnue,,1170.0
,,12,,,Unknown,,Banque Inconnue,,1182.0
,,13,,,Unknown,,Banque Inconnue,,1195.0
,,7,,,Unknown,,Banque Inconnue,,1202.0
,,14,,,Unknown,,Banque Inconnue,,1216.0
,,14,,,Unknown,,Banque Inconnue,,1230.0
,,2,,,Unknown,,Banque Inconnue,,1232.0
,,15,,,Unknown,,Banque Inconnue,,1247.0
,,2,,,Unknown,,Banque Inconnue,,1249.0
,,5,,,Unknown,,Banque Inconnue,,1254.0
,,30,,,Unknown,,Banque Inconnue,,1284.0
,,41,,,Unknown,,Banque Inconnue,,1325.0
,,26,,,Unknown,,Banque Inconnue,,1351.0
,,42,,,Unknown,,Banque Inconnue,,1393.0
,,25,,,Unknown,,Banque Inconnue,,1418.0
,,27,,,Unknown,,Banque Inconnue,,1445.0
,,43,,,Unknown,,Banque Inconnue,,1488.0
,,2,,,Unknown,,Banque Inconnue,,1490.0
,,37,,,Unknown,,Banque Inconnue,,1527.0
,,17,,,Unknown,,Banque Inconnue,,1544.0
,,2,,,Unknown,,Banque Inconnue,,1546.0
,,18,,,Unknown,,Banque Inconnue,,1564.0
,,18,,,Unknown,,Banque Inconnue,,1582.0
,,18,,,Unknown,,Banque Inconnue,,1600.0
,,19,,,Unknown,,Banque Inconnue,,1619.0
,,18,,,Unknown,,Banque Inconnue,,1637.0
,,18,,,Unknown,,Banque Inconnue,,1655.0
,,2,,,Unknown,,Banque Inconnue,,1657.0
,,44,,,Unknown,,Banque Inconnue,,1701.0
,,16,,,Unknown,,Banque Inconnue,,1717.0
,,16,,,Unknown,,Banque Inconnue,,1733.0
,,17,,,Unknown,,Banque Inconnue,,1750.0
,,1,,,Unknown,,Banque Inconnue,,1751.0
,,18,,,Unknown,,Banque Inconnue,,1769.0
,,19,,,Unknown,,Banque Inconnue,,1788.0
,,2,,,Unknown,,Banque Inconnue,,1790.0
,,12,,,Unknown,,Banque Inconnue,,1802.0
,,20,,,Unknown,,Banque Inconnue,,1822.0
,,21,,,Unknown,,Banque Inconnue,,1843.0
,,22,,,Unknown,,Banque Inconnue,,1865.0
,,20,,,Unknown,,Banque Inconnue,,1885.0
,,23,,,Unknown,,Banque Inconnue,,1908.0
,,23,,,Unknown,,Banque Inconnue,,1931.0
,,24,,,Unknown,,Banque Inconnue,,1955.0
,,25,,,Unknown,,Banque Inconnue,,1980.0
,,26,,,Unknown,,Banque Inconnue,,2006.0
,,27,,,Unknown,,Banque Inconnue,,2033.0
,,19,,,Unknown,,Banque Inconnue,,2052.0
,,2,,,Unknown,,Banque Inconnue,,2054.0
,,28,,,Unknown,,Banque Inconnue,,2082.0
,,26,,,Unknown,,Banque Inconnue,,2108.0
,,29,,,Unknown,,Banque Inconnue,,2137.0
,,30,,,Unknown,,Banque Inconnue,,2167.0
,,31,,,Unknown,,Banque Inconnue,,2198.0
,,25,,,Unknown,,Banque Inconnue,,2223.0
,,9,,,Unknown,,Banque Inconnue,,2232.0
,,20,,,Unknown,,Banque Inconnue,,2252.0
,,26,,,Unknown,,Banque Inconnue,,2278.0
,,41,,,Unknown,,Banque Inconnue,,2319.0
,,24,,,Unknown,,Banque Inconnue,,2343.0
,,25,,,Unknown,,Banque Inconnue,,2368.0
,,27,,,Unknown,,Banque Inconnue,,2395.0
,,15,,,Unknown,,Banque Inconnue,,2410.0
,,2,,,Unknown,,Banque Inconnue,,2412.0
,,37,,,Unknown,,Banque Inconnue,,2449.0
,,18,,,Unknown,,Banque Inconnue,,2467.0
,,2,,,Unknown,,Banque Inconnue,,2469.0
,,18,,,Unknown,,Banque Inconnue,,2487.0
,,36,,,Unknown,,Banque Inconnue,,2523.0
,,35,,,Unknown,,Banque Inconnue,,2558.0
,,19,,,Unknown,,Banque Inconnue,,2577.0
,,37,,,Unknown,,Banque Inconnue,,2614.0
,,16,,,Unknown,,Banque Inconnue,,2630.0
,,2,,,Unknown,,Banque Inconnue,,2632.0
,,44,,,Unknown,,Banque Inconnue,,2676.0
,,25,,,Unknown,,Banque Inconnue,,2701.0
,,24,,,Unknown,,Banque Inconnue,,2725.0
,,26,,,Unknown,,Banque Inconnue,,2751.0
,,27,,,Unknown,,Banque Inconnue,,2778.0
,,28,,,Unknown,,Banque Inconnue,,2806.0
,,2,,,Unknown,,Banque Inconnue,,2808.0
,,28,,,Unknown,,Banque Inconnue,,2836.0
,,3,,,Unknown,,Banque Inconnue,,2839.0
,,16,,,Unknown,,Banque Inconnue,,2855.0
,,32,,,Unknown,,Banque Inconnue,,2887.0
,,2,,,Unknown,,Banque Inconnue,,2889.0
,,17,,,Unknown,,Banque Inconnue,,2906.0
,,32,,,Unknown,,Banque Inconnue,,2938.0
,,33,,,Unknown,,Banque Inconnue,,2971.0
,,34,,,Unknown,,Banque Inconnue,,3005.0
,,2,,,Unknown,,Banque Inconnue,,3007.0
,,35,,,Unknown,,Banque Inconnue,,3042.0
,,18,,,Unknown,,Banque Inconnue,,3060.0
,,18,,,Unknown,,Banque Inconnue,,3078.0
,,18,,,Unknown,,Banque Inconnue,,3096.0
,,2,,,Unknown,,Banque Inconnue,,3098.0
,,18,,,Unknown,,Banque Inconnue,,3116.0
,,17,,,Unknown,,Banque Inconnue,,3133.0
,,33,,,Unknown,,Banque Inconnue,,3166.0
,,35,,,Unknown,,Banque Inconnue,,3201.0
,,2,,,Unknown,,Banque Inconnue,,3203.0
,,17,,,Unknown,,Banque Inconnue,,3220.0
,,1,,,Unknown,,Banque Inconnue,,3221.0
,,36,,,Unknown,,Banque Inconnue,,3257.0
,,37,,,Unknown,,Banque Inconnue,,3294.0
,,2,,,Unknown,,Banque Inconnue,,3296.0
,,33,,,Unknown,,Banque Inconnue,,3329.0
,,35,,,Unknown,,Banque Inconnue,,3364.0
,,33,,,Unknown,,Banque Inconnue,,3397.0
,,1,,,Unknown,,Banque Inconnue,,3398.0
,,2,,,Unknown,,Banque Inconnue,,3400.0
,,1,,,Unknown,,Banque Inconnue,,3401.0
,,18,,,Unknown,,Banque Inconnue,,3419.0
,,34,,,Unknown,,Banque Inconnue,,3453.0
,,24,,,Unknown,,Banque Inconnue,,3477.0
,,25,,,Unknown,,Banque Inconnue,,3502.0
,,29,,,Unknown,,Banque Inconnue,,3531.0
,,28,,,Unknown,,Banque Inconnue,,3559.0
,,2,,,Unknown,,Banque Inconnue,,3561.0
,,38,,,Unknown,,Banque Inconnue,,3599.0
,,8,,,Unknown,,Banque Inconnue,,3607.0
,,10,,,Unknown,,Banque Inconnue,,3617.0
,,11,,,Unknown,,Banque Inconnue,,3628.0
,,28,,,Unknown,,Banque Inconnue,,3656.0
,,3,,,Unknown,,Banque Inconnue,,3659.0
,,39,,,Unknown,,Banque Inconnue,,3698.0
,,17,,,Unknown,,Banque Inconnue,,3715.0
,,40,,,Unknown,,Banque Inconnue,,3755.0
,,40,,,Unknown,,Banque Inconnue,,3795.0
,,40,,,Unknown,,Banque Inconnue,,3835.0
,,30,,,Unknown,,Banque Inconnue,,3865.0
,,31,,,Unknown,,Banque Inconnue,,3896.0
,,3,,,Unknown,,Banque Inconnue,,3899.0
,,32,,,Unknown,,Banque Inconnue,,3931.0
,,2,,,Unknown,,Banque Inconnue,,3933.0
,,7,,,Unknown,,Banque Inconnue,,3940.0
,,9,,,Unknown,,Banque Inconnue,,3949.0
,,15,,,Unknown,,Banque Inconnue,,3964.0
,,7,,,Unknown,,Banque Inconnue,,3971.0
,,21,,,Unknown,,Banque Inconnue,,3992.0
,,17,,,Unknown,,Banque Inconnue,,4009.0
,,18,,,Unknown,,Banque Inconnue,,4027.0
,,16,,,Unknown,,Banque Inconnue,,4043.0
,,19,,,Unknown,,Banque Inconnue,,4062.0
,,33,,,Unknown,,Banque Inconnue,,4095.0
,,7,,,Unknown,,Banque Inconnue,,4102.0
,,17,,,Unknown,,Banque Inconnue,,4119.0
,,7,,,Unknown,,Banque Inconnue,,4126.0
,,16,,,Unknown,,Banque Inconnue,,4142.0
,,37,,,Unknown,,Banque Inconnue,,4179.0
,,37,,,Unknown,,Banque Inconnue,,4216.0
,,34,,,Unknown,,Banque Inconnue,,4250.0
,,37,,,Unknown,,Banque Inconnue,,4287.0
,,37,,,Unknown,,Banque Inconnue,,4324.0
,,7,,,Unknown,,Banque Inconnue,,4331.0
,,36,,,Unknown,,Banque Inconnue,,4367.0
,,14,,,Unknown,,cid:50)(cid:46)(cid:12)(cid:2)(cid:7)(cid:8)(cid:10)(cid:5)(cid:3)(cid:48)(cid:46)(cid:3)(cid:12)(cid:13)(cid:5)(cid:2)(cid:14)(cid:46)(cid:2)(cid:28)(cid:5)(cid:3)(cid:10)(cid:5)(cid:2)(cid:64)(cid:46)(cid:4)(cid:12)(cid:2)(cid:28)(cid:3,cid:12)(cid:20)(cid:30)(cid:41)(cid:26)(cid:29)(cid:41)(cid:2)(cid:46)(cid:10)(cid:1)(cid:37)(cid:37)(cid:1)(cid:34)(cid:16)(cid:2)(cid:15)(cid:2)(cid:18)(cid:32)(cid:18)(cid:16)(cid:1)(cid:18)(cid:1)(cid:17)(cid:18)(cid:18)(cid:16)(cid:35)(cid:33)(cid:18)(cid:34,14.0
,,9,,,Unknown,,cid:50)(cid:46)(cid:12)(cid:2)(cid:7)(cid:8)(cid:10)(cid:5)(cid:3)(cid:48)(cid:46)(cid:3)(cid:12)(cid:13)(cid:5)(cid:2)(cid:14)(cid:46)(cid:2)(cid:28)(cid:5)(cid:3)(cid:10)(cid:5)(cid:2)(cid:64)(cid:46)(cid:4)(cid:12)(cid:2)(cid:28)(cid:3,cid:18)(cid:35)(cid:45)(cid:18)(cid:16,23.0
,,38,,,Unknown,,cid:50)(cid:46)(cid:12)(cid:2)(cid:7)(cid:8)(cid:10)(cid:5)(cid:3)(cid:48)(cid:46)(cid:3)(cid:12)(cid:13)(cid:5)(cid:2)(cid:14)(cid:46)(cid:2)(cid:28)(cid:5)(cid:3)(cid:10)(cid:5)(cid:2)(cid:64)(cid:46)(cid:4)(cid:12)(cid:2)(cid:28)(cid:3,cid:9)(cid:41)(cid:29)(cid:41)(cid:24)(cid:20)(cid:30)(cid:2)(cid:46)(cid:62)(cid:24)(cid:29)(cid:2)(cid:66)(cid:46)(cid:4)(cid:50)(cid:11)(cid:49)(cid:2)(cid:5)(cid:8)(cid:2)(cid:47)(cid:3)(cid:7)(cid:2)(cid:28)(cid:3,61.0
,,2,,,Unknown,,cid:50)(cid:46)(cid:12)(cid:2)(cid:7)(cid:8)(cid:10)(cid:5)(cid:3)(cid:48)(cid:46)(cid:3)(cid:12)(cid:13)(cid:5)(cid:2)(cid:14)(cid:46)(cid:2)(cid:28)(cid:5)(cid:3)(cid:10)(cid:5)(cid:2)(cid:64)(cid:46)(cid:4)(cid:12)(cid:2)(cid:28)(cid:3,cid:15)(cid:2)(cid:37)(cid:18)(cid:19)(cid:37)(cid:33)(cid:2)(cid:44,63.0
,,7,,,Unknown,,cid:50)(cid:46)(cid:12)(cid:2)(cid:7)(cid:8)(cid:10)(cid:5)(cid:3)(cid:48)(cid:46)(cid:3)(cid:12)(cid:13)(cid:5)(cid:2)(cid:14)(cid:46)(cid:2)(cid:28)(cid:5)(cid:3)(cid:10)(cid:5)(cid:2)(cid:64)(cid:46)(cid:4)(cid:12)(cid:2)(cid:28)(cid:3,cid:18)(cid:35)(cid:45)(cid:18)(cid:16,70.0
,,32,,,Unknown,,cid:50)(cid:46)(cid:12)(cid:2)(cid:7)(cid:8)(cid:10)(cid:5)(cid:3)(cid:48)(cid:46)(cid:3)(cid:12)(cid:13)(cid:5)(cid:2)(cid:14)(cid:46)(cid:2)(cid:28)(cid:5)(cid:3)(cid:10)(cid:5)(cid:2)(cid:64)(cid:46)(cid:4)(cid:12)(cid:2)(cid:28)(cid:3,cid:14)(cid:5)(cid:12)(cid:14)(cid:5)(cid:3)(cid:12)(cid:2)(cid:12)(cid:11)(cid:4)(cid:14)(cid:11)(cid:48)(cid:48)(cid:7)(cid:5)(cid:3)(cid:2)(cid:28)(cid:3,102.0
,,2,,,Unknown,,cid:50)(cid:46)(cid:12)(cid:2)(cid:7)(cid:8)(cid:10)(cid:5)(cid:3)(cid:48)(cid:46)(cid:3)(cid:12)(cid:13)(cid:5)(cid:2)(cid:14)(cid:46)(cid:2)(cid:28)(cid:5)(cid:3)(cid:10)(cid:5)(cid:2)(cid:64)(cid:46)(cid:4)(cid:12)(cid:2)(cid:28)(cid:3,,104.0
,,7,,,Unknown,,cid:50)(cid:46)(cid:12)(cid:2)(cid:7)(cid:8)(cid:10)(cid:5)(cid:3)(cid:48)(cid:46)(cid:3)(cid:12)(cid:13)(cid:5)(cid:2)(cid:14)(cid:46)(cid:2)(cid:28)(cid:5)(cid:3)(cid:10)(cid:5)(cid:2)(cid:64)(cid:46)(cid:4)(cid:12)(cid:2)(cid:28)(cid:3,,111.0
,,4,,,Unknown,,cid:50)(cid:46)(cid:12)(cid:2)(cid:7)(cid:8)(cid:10)(cid:5)(cid:3)(cid:48)(cid:46)(cid:3)(cid:12)(cid:13)(cid:5)(cid:2)(cid:14)(cid:46)(cid:2)(cid:28)(cid:5)(cid:3)(cid:10)(cid:5)(cid:2)(cid:64)(cid:46)(cid:4)(cid:12)(cid:2)(cid:28)(cid:3,,115.0
,,9,,,Unknown,,cid:50)(cid:46)(cid:12)(cid:2)(cid:7)(cid:8)(cid:10)(cid:5)(cid:3)(cid:48)(cid:46)(cid:3)(cid:12)(cid:13)(cid:5)(cid:2)(cid:14)(cid:46)(cid:2)(cid:28)(cid:5)(cid:3)(cid:10)(cid:5)(cid:2)(cid:64)(cid:46)(cid:4)(cid:12)(cid:2)(cid:28)(cid:3,,124.0
,,3,,,Unknown,,cid:50)(cid:46)(cid:12)(cid:2)(cid:7)(cid:8)(cid:10)(cid:5)(cid:3)(cid:48)(cid:46)(cid:3)(cid:12)(cid:13)(cid:5)(cid:2)(cid:14)(cid:46)(cid:2)(cid:28)(cid:5)(cid:3)(cid:10)(cid:5)(cid:2)(cid:64)(cid:46)(cid:4)(cid:12)(cid:2)(cid:28)(cid:3,,127.0
,,2,,,Unknown,,cid:50)(cid:46)(cid:12)(cid:2)(cid:7)(cid:8)(cid:10)(cid:5)(cid:3)(cid:48)(cid:46)(cid:3)(cid:12)(cid:13)(cid:5)(cid:2)(cid:14)(cid:46)(cid:2)(cid:28)(cid:5)(cid:3)(cid:10)(cid:5)(cid:2)(cid:64)(cid:46)(cid:4)(cid:12)(cid:2)(cid:28)(cid:3,,129.0
,,15,,,Unknown,,cid:50)(cid:46)(cid:12)(cid:2)(cid:7)(cid:8)(cid:10)(cid:5)(cid:3)(cid:48)(cid:46)(cid:3)(cid:12)(cid:13)(cid:5)(cid:2)(cid:14)(cid:46)(cid:2)(cid:28)(cid:5)(cid:3)(cid:10)(cid:5)(cid:2)(cid:64)(cid:46)(cid:4)(cid:12)(cid:2)(cid:28)(cid:3,,144.0
,,13,,,Unknown,,cid:50)(cid:46)(cid:12)(cid:2)(cid:7)(cid:8)(cid:10)(cid:5)(cid:3)(cid:48)(cid:46)(cid:3)(cid:12)(cid:13)(cid:5)(cid:2)(cid:14)(cid:46)(cid:2)(cid:28)(cid:5)(cid:3)(cid:10)(cid:5)(cid:2)(cid:64)(cid:46)(cid:4)(cid:12)(cid:2)(cid:28)(cid:3,,157.0
,,39,,,Unknown,,cid:50)(cid:46)(cid:12)(cid:2)(cid:7)(cid:8)(cid:10)(cid:5)(cid:3)(cid:48)(cid:46)(cid:3)(cid:12)(cid:13)(cid:5)(cid:2)(cid:14)(cid:46)(cid:2)(cid:28)(cid:5)(cid:3)(cid:10)(cid:5)(cid:2)(cid:64)(cid:46)(cid:4)(cid:12)(cid:2)(cid:28)(cid:3,,196.0
,,13,,,Unknown,,cid:50)(cid:46)(cid:12)(cid:2)(cid:7)(cid:8)(cid:10)(cid:5)(cid:3)(cid:48)(cid:46)(cid:3)(cid:12)(cid:13)(cid:5)(cid:2)(cid:14)(cid:46)(cid:2)(cid:28)(cid:5)(cid:3)(cid:10)(cid:5)(cid:2)(cid:64)(cid:46)(cid:4)(cid:12)(cid:2)(cid:28)(cid:3,,209.0
,,9,,,Unknown,,cid:50)(cid:46)(cid:12)(cid:2)(cid:7)(cid:8)(cid:10)(cid:5)(cid:3)(cid:48)(cid:46)(cid:3)(cid:12)(cid:13)(cid:5)(cid:2)(cid:14)(cid:46)(cid:2)(cid:28)(cid:5)(cid:3)(cid:10)(cid:5)(cid:2)(cid:64)(cid:46)(cid:4)(cid:12)(cid:2)(cid:28)(cid:3,,218.0
,,10,,,Unknown,,cid:50)(cid:46)(cid:12)(cid:2)(cid:7)(cid:8)(cid:10)(cid:5)(cid:3)(cid:48)(cid:46)(cid:3)(cid:12)(cid:13)(cid:5)(cid:2)(cid:14)(cid:46)(cid:2)(cid:28)(cid:5)(cid:3)(cid:10)(cid:5)(cid:2)(cid:64)(cid:46)(cid:4)(cid:12)(cid:2)(cid:28)(cid:3,,228.0
,,6,,,Unknown,,cid:50)(cid:46)(cid:12)(cid:2)(cid:7)(cid:8)(cid:10)(cid:5)(cid:3)(cid:48)(cid:46)(cid:3)(cid:12)(cid:13)(cid:5)(cid:2)(cid:14)(cid:46)(cid:2)(cid:28)(cid:5)(cid:3)(cid:10)(cid:5)(cid:2)(cid:64)(cid:46)(cid:4)(cid:12)(cid:2)(cid:28)(cid:3,,234.0
,,9,,,Unknown,,cid:50)(cid:46)(cid:12)(cid:2)(cid:7)(cid:8)(cid:10)(cid:5)(cid:3)(cid:48)(cid:46)(cid:3)(cid:12)(cid:13)(cid:5)(cid:2)(cid:14)(cid:46)(cid:2)(cid:28)(cid:5)(cid:3)(cid:10)(cid:5)(cid:2)(cid:64)(cid:46)(cid:4)(cid:12)(cid:2)(cid:28)(cid:3,,243.0
,,11,,,Unknown,,cid:50)(cid:46)(cid:12)(cid:2)(cid:7)(cid:8)(cid:10)(cid:5)(cid:3)(cid:48)(cid:46)(cid:3)(cid:12)(cid:13)(cid:5)(cid:2)(cid:14)(cid:46)(cid:2)(cid:28)(cid:5)(cid:3)(cid:10)(cid:5)(cid:2)(cid:64)(cid:46)(cid:4)(cid:12)(cid:2)(cid:28)(cid:3,,254.0
,,38,,,Unknown,,cid:50)(cid:46)(cid:12)(cid:2)(cid:7)(cid:8)(cid:10)(cid:5)(cid:3)(cid:48)(cid:46)(cid:3)(cid:12)(cid:13)(cid:5)(cid:2)(cid:14)(cid:46)(cid:2)(cid:28)(cid:5)(cid:3)(cid:10)(cid:5)(cid:2)(cid:64)(cid:46)(cid:4)(cid:12)(cid:2)(cid:28)(cid:3,,292.0
,,12,,,Unknown,,cid:50)(cid:46)(cid:12)(cid:2)(cid:7)(cid:8)(cid:10)(cid:5)(cid:3)(cid:48)(cid:46)(cid:3)(cid:12)(cid:13)(cid:5)(cid:2)(cid:14)(cid:46)(cid:2)(cid:28)(cid:5)(cid:3)(cid:10)(cid:5)(cid:2)(cid:64)(cid:46)(cid:4)(cid:12)(cid:2)(cid:28)(cid:3,,304.0
,,31,,,Unknown,,cid:50)(cid:46)(cid:12)(cid:2)(cid:7)(cid:8)(cid:10)(cid:5)(cid:3)(cid:48)(cid:46)(cid:3)(cid:12)(cid:13)(cid:5)(cid:2)(cid:14)(cid:46)(cid:2)(cid:28)(cid:5)(cid:3)(cid:10)(cid:5)(cid:2)(cid:64)(cid:46)(cid:4)(cid:12)(cid:2)(cid:28)(cid:3,,335.0
